일시,모기지수(수변부),모기지수(주거지),모기지수(공원),평균기온(°C),최저기온(°C),최고기온(°C),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),최고 해면기압(hPa),최저 해면기압(hPa),평균 해면기압(hPa),평균 지면온도(°C),연도,월,일,연도월
2020-06-25,150.1,62.2,89.7,21.6,20.1,23.4,4.3,2.2,79.0,91.0,1003.3,1000.7,1001.6,23.0,2020,6,25,2020-06
2020-06-26,115.7,48.0,69.1,21.8,19.2,25.7,5.3,3.2,63.0,82.1,1008.3,1003.1,1006.2,22.9,2020,6,26,2020-06
2020-06-27,111.6,46.3,66.6,24.1,20.4,29.6,5.4,2.0,52.0,70.4,1008.2,1003.0,1005.2,25.2,2020,6,27,2020-06
2020-06-28,112.7,46.7,67.3,25.2,21.5,30.1,4.7,2.4,49.0,70.5,1006.1,1003.2,1004.3,28.6,2020,6,28,2020-06
2020-06-29,127.1,52.7,75.9,23.8,20.6,26.5,5.9,2.4,64.0,77.0,1006.1,993.0,1001.5,23.9,2020,6,29,2020-06
2020-06-30,134.6,55.8,80.4,20.1,18.4,23.1,7.6,4.0,63.0,83.0,1001.0,989.4,994.0,20.8,2020,6,30,2020-06
2020-07-01,125.9,52.2,75.2,21.1,18.1,24.3,3.7,1.9,67.0,79.3,1008.9,1001.0,1004.8,21.3,2020,7,1,2020-07
2020-07-02,103.2,42.8,61.6,24.2,20.4,29.8,3.4,1.9,51.0,74.5,1012.9,1008.8,1010.7,24.5,2020,7,2,2020-07
2020-07-03,108.7,45.1,64.9,25.5,21.6,30.6,6.1,2.6,34.0,63.5,1012.6,1007.7,1010.3,28.6,2020,7,3,2020-07
2020-07-04,127.7,53.0,76.3,24.2,20.4,29.5,4.4,2.1,39.0,63.9,1009.8,1005.0,1006.7,28.2,2020,7,4,2020-07
2020-07-05,36.3,15.0,21.7,23.8,19.9,27.6,3.5,1.9,52.0,68.6,1006.6,1001.8,1004.2,26.7,2020,7,5,2020-07
2020-07-06,127.7,53.0,76.3,25.6,21.8,30.9,4.7,2.1,46.0,66.6,1002.6,998.6,1000.8,28.5,2020,7,6,2020-07
2020-07-07,125.1,51.9,74.7,24.1,22.1,28.1,4.0,2.5,59.0,75.5,1005.5,1001.9,1004.0,28.3,2020,7,7,2020-07
2020-07-08,137.4,57.0,82.1,25.5,21.3,30.4,3.7,2.0,52.0,71.9,1005.4,1002.7,1004.4,30.5,2020,7,8,2020-07
2020-07-09,127.1,52.7,75.9,27.5,21.8,32.9,3.6,1.7,38.0,64.6,1005.0,1001.7,1003.6,31.9,2020,7,9,2020-07
2020-07-10,136.7,56.7,81.7,24.5,22.7,27.7,6.6,2.8,60.0,75.0,1003.6,1000.4,1002.2,25.2,2020,7,10,2020-07
2020-07-11,151.7,62.9,90.6,25.8,22.2,30.2,5.0,2.6,49.0,62.6,1009.9,1002.9,1007.1,29.7,2020,7,11,2020-07
2020-07-12,129.8,53.8,77.5,23.5,21.7,26.0,3.6,2.4,58.0,71.9,1011.0,1007.0,1009.1,25.3,2020,7,12,2020-07
2020-07-13,138.8,57.6,82.9,18.7,17.7,21.7,5.9,4.0,86.0,94.8,1007.1,1001.2,1002.9,20.1,2020,7,13,2020-07
2020-07-14,123.2,51.1,73.6,20.3,17.2,24.3,4.4,2.8,62.0,79.4,1005.6,1001.2,1003.8,22.6,2020,7,14,2020-07
2020-07-15,37.6,15.6,22.5,23.4,18.9,28.7,3.4,2.0,40.0,63.1,1006.5,1003.4,1005.3,26.4,2020,7,15,2020-07
2020-07-16,105.7,43.8,63.1,25.0,20.4,29.7,3.5,1.8,55.0,70.9,1008.1,1004.9,1006.7,27.4,2020,7,16,2020-07
2020-07-17,122.8,50.9,73.3,26.0,21.5,31.6,5.6,1.9,52.0,72.0,1009.1,1006.6,1008.0,28.3,2020,7,17,2020-07
2020-07-18,133.2,55.2,79.5,26.1,22.8,31.0,4.0,1.6,54.0,71.6,1009.3,1006.6,1008.1,27.9,2020,7,18,2020-07
2020-07-19,140.3,58.2,83.8,24.0,20.6,26.6,4.3,2.7,62.0,81.6,1008.5,1002.1,1004.6,22.9,2020,7,19,2020-07
2020-07-20,142.7,59.2,85.2,23.8,22.4,26.6,7.0,3.7,77.0,86.3,1010.8,1001.0,1005.6,23.8,2020,7,20,2020-07
2020-07-21,134.9,55.9,80.6,25.0,21.4,30.5,4.2,1.6,51.0,77.0,1013.0,1010.3,1011.6,25.6,2020,7,21,2020-07
2020-07-22,125.1,51.9,74.7,23.7,22.6,25.7,3.4,1.6,81.0,89.3,1011.3,1008.4,1009.7,24.0,2020,7,22,2020-07
2020-07-23,133.2,55.2,79.5,21.1,18.5,22.6,8.3,3.6,89.0,95.5,1010.4,999.6,1005.5,21.8,2020,7,23,2020-07
2020-07-24,124.5,51.6,74.4,22.5,18.7,26.8,8.7,4.6,61.0,74.3,1000.7,997.6,999.0,21.2,2020,7,24,2020-07
2020-07-25,108.9,45.1,65.0,24.3,22.3,29.0,6.1,3.1,56.0,69.3,1006.8,1000.5,1003.3,23.9,2020,7,25,2020-07
2020-07-26,116.9,48.5,69.8,25.4,21.6,29.6,3.3,2.0,56.0,69.3,1008.4,1006.0,1007.0,25.6,2020,7,26,2020-07
2020-07-27,128.4,53.2,76.7,24.3,22.9,25.5,3.2,2.2,80.0,86.4,1009.3,1007.4,1008.4,25.2,2020,7,27,2020-07
2020-07-28,136.0,56.4,81.2,24.4,22.7,26.4,3.1,2.0,71.0,84.8,1011.5,1008.4,1010.3,25.0,2020,7,28,2020-07
2020-07-29,128.4,53.2,76.7,23.7,22.6,24.9,3.4,2.0,89.0,95.8,1012.7,1010.4,1011.7,23.9,2020,7,29,2020-07
2020-07-30,129.1,53.5,77.1,25.3,23.4,28.4,3.8,2.1,68.0,85.5,1014.4,1011.5,1013.1,26.9,2020,7,30,2020-07
2020-07-31,124.7,51.7,74.5,26.2,22.8,29.6,4.6,2.0,69.0,81.9,1015.1,1012.3,1013.7,27.2,2020,7,31,2020-07
2020-08-01,135.3,56.1,80.8,25.3,24.3,26.9,4.9,1.7,82.0,90.9,1013.1,1007.7,1010.3,25.7,2020,8,1,2020-08
2020-08-02,142.2,58.9,84.9,24.9,23.5,26.4,7.5,2.3,90.0,96.3,1009.1,1005.4,1007.5,25.2,2020,8,2,2020-08
2020-08-03,141.9,58.8,84.7,25.0,23.9,26.3,8.3,3.0,89.0,96.3,1010.2,1005.5,1008.1,25.1,2020,8,3,2020-08
2020-08-04,134.0,55.6,80.1,27.0,25.0,29.4,5.7,3.5,77.0,89.3,1012.8,1008.9,1010.6,26.9,2020,8,4,2020-08
2020-08-05,133.2,55.2,79.5,26.5,25.5,29.1,4.6,1.9,81.0,92.1,1012.7,1007.2,1010.5,26.7,2020,8,5,2020-08
2020-08-06,147.8,61.3,88.3,24.1,22.9,26.0,6.5,3.3,83.0,92.8,1008.7,1000.5,1005.1,24.8,2020,8,6,2020-08
2020-08-07,144.0,59.7,86.0,24.3,22.6,26.1,3.3,1.8,71.0,85.3,1009.2,1004.5,1006.6,24.8,2020,8,7,2020-08
2020-08-08,127.1,52.7,75.9,24.2,22.7,26.1,3.7,2.3,77.0,89.5,1004.7,1001.3,1002.9,24.9,2020,8,8,2020-08
2020-08-09,132.2,54.8,79.0,24.9,23.7,25.8,6.8,2.6,89.0,95.4,1003.4,1001.4,1002.2,24.3,2020,8,9,2020-08
2020-08-10,128.2,53.1,76.6,26.5,24.7,29.5,4.3,2.0,78.0,91.6,1004.7,1001.7,1003.4,26.4,2020,8,10,2020-08
2020-08-11,132.5,54.9,79.1,24.6,22.4,27.3,4.7,2.2,79.0,92.5,1012.6,1003.7,1009.3,25.2,2020,8,11,2020-08
2020-08-12,145.6,60.4,87.0,27.2,23.5,31.3,4.3,1.9,68.0,83.9,1013.7,1010.9,1012.4,28.3,2020,8,12,2020-08
2020-08-13,144.6,59.9,86.4,28.0,26.3,30.3,4.9,2.5,74.0,82.4,1012.4,1006.2,1008.9,27.4,2020,8,13,2020-08
2020-08-14,149.7,62.1,89.5,27.1,26.5,28.0,5.7,3.5,81.0,86.1,1006.9,1004.4,1005.5,26.3,2020,8,14,2020-08
2020-08-15,155.7,64.5,93.0,26.1,25.0,27.0,5.6,1.9,92.0,96.0,1010.1,1006.1,1008.4,25.9,2020,8,15,2020-08
2020-08-16,148.5,61.6,88.7,27.4,25.3,30.8,5.2,3.0,66.0,82.6,1012.1,1009.6,1010.6,27.9,2020,8,16,2020-08
2020-08-17,141.3,58.6,84.4,28.2,26.1,32.2,4.1,2.3,61.0,77.9,1014.8,1012.0,1013.4,29.0,2020,8,17,2020-08
2020-08-18,150.9,62.6,90.2,27.5,24.0,31.9,3.6,1.6,56.0,76.3,1014.7,1010.9,1012.9,29.1,2020,8,18,2020-08
2020-08-19,165.4,68.6,98.8,27.1,23.6,31.4,4.4,2.0,61.0,76.8,1012.9,1009.3,1011.3,28.6,2020,8,19,2020-08
2020-08-20,151.7,62.9,90.6,27.7,25.0,31.7,4.2,1.7,58.0,76.0,1013.4,1010.2,1012.1,27.6,2020,8,20,2020-08
2020-08-21,148.8,61.7,88.9,26.6,25.2,29.2,3.5,1.6,75.0,83.1,1014.5,1012.8,1013.7,27.6,2020,8,21,2020-08
2020-08-22,159.4,66.1,95.2,24.3,21.7,27.6,5.5,2.1,78.0,87.4,1013.9,1010.3,1012.2,25.2,2020,8,22,2020-08
2020-08-23,149.3,61.9,89.2,25.3,21.5,29.9,3.9,1.9,59.0,78.4,1010.8,1006.4,1008.4,27.2,2020,8,23,2020-08
2020-08-24,142.3,59.0,85.0,27.8,23.7,32.0,4.9,2.2,54.0,71.6,1007.5,1003.2,1004.8,28.6,2020,8,24,2020-08
2020-08-25,135.8,56.3,81.1,29.9,26.0,34.5,4.6,2.1,49.0,69.5,1006.0,1003.3,1004.5,30.5,2020,8,25,2020-08
2020-08-26,156.9,65.1,93.7,30.2,27.0,34.5,6.5,3.4,53.0,68.3,1005.7,997.5,1001.7,29.3,2020,8,26,2020-08
2020-08-27,185.3,76.8,110.7,27.1,25.6,28.6,7.0,3.6,70.0,84.6,1005.7,993.8,1000.9,27.2,2020,8,27,2020-08
2020-08-28,174.5,72.4,104.3,27.3,26.0,29.7,4.4,1.6,77.0,89.1,1009.0,1005.3,1007.0,28.1,2020,8,28,2020-08
2020-08-29,151.4,62.8,90.4,26.8,25.5,29.0,4.0,1.3,77.0,90.1,1010.5,1007.6,1008.9,28.7,2020,8,29,2020-08
2020-08-30,157.8,65.4,94.3,26.8,24.4,30.6,4.8,2.1,74.0,88.8,1013.3,1009.7,1011.3,28.1,2020,8,30,2020-08
2020-08-31,152.9,63.4,91.3,26.4,23.8,30.0,4.3,2.8,67.0,77.9,1013.5,1010.3,1012.1,27.2,2020,8,31,2020-08
2020-09-01,161.1,66.8,96.3,26.6,23.8,29.5,3.6,1.9,62.0,72.4,1011.9,1007.4,1009.1,27.0,2020,9,1,2020-09
2020-09-02,143.2,59.4,85.6,24.3,22.6,26.4,4.0,2.3,79.0,91.3,1008.0,994.7,1003.4,25.3,2020,9,2,2020-09
2020-09-03,144.7,60.0,86.5,22.7,20.0,25.6,9.8,4.8,63.0,82.0,1007.7,986.3,997.0,24.0,2020,9,3,2020-09
2020-09-04,128.5,53.3,76.7,23.3,19.9,27.5,5.6,2.7,39.0,63.9,1014.6,1007.6,1012.0,23.7,2020,9,4,2020-09
2020-09-05,126.6,52.5,75.6,23.3,19.2,27.3,3.5,2.0,53.0,66.6,1015.1,1011.9,1013.4,23.4,2020,9,5,2020-09
2020-09-06,121.9,50.5,72.8,21.7,19.5,24.4,4.8,2.7,62.0,80.0,1013.2,1004.2,1009.1,22.7,2020,9,6,2020-09
2020-09-07,121.9,50.5,72.8,19.2,17.5,20.6,7.9,4.2,84.0,93.5,1004.2,984.7,992.8,20.1,2020,9,7,2020-09
2020-09-08,112.2,46.5,67.0,23.4,20.6,26.5,7.0,4.2,50.0,71.5,1012.2,998.8,1008.5,23.1,2020,9,8,2020-09
2020-09-09,98.5,40.8,58.8,21.1,19.0,25.3,7.6,2.1,65.0,83.4,1012.0,1007.7,1009.7,22.2,2020,9,9,2020-09
2020-09-10,122.5,50.8,73.2,22.8,18.8,27.0,4.2,2.0,49.0,75.8,1011.5,1007.6,1009.0,24.4,2020,9,10,2020-09
2020-09-11,109.0,45.2,65.1,22.4,19.2,27.1,4.9,2.8,47.0,72.6,1016.6,1011.5,1014.4,22.7,2020,9,11,2020-09
2020-09-13,116.3,48.2,69.5,21.5,16.7,26.6,3.5,1.9,52.0,70.4,1017.2,1013.7,1015.6,24.1,2020,9,13,2020-09
2020-09-14,103.7,43.0,62.0,21.3,17.6,24.9,4.3,1.8,62.0,79.3,1015.3,1012.4,1014.3,22.8,2020,9,14,2020-09
2020-09-15,111.0,46.0,66.3,23.0,18.9,27.7,3.3,1.6,50.0,76.4,1014.8,1010.6,1012.4,23.9,2020,9,15,2020-09
2020-09-16,109.9,45.6,65.7,22.5,21.3,24.9,3.4,1.9,70.0,79.9,1010.9,1007.6,1009.4,22.2,2020,9,16,2020-09
2020-09-17,121.1,50.2,72.3,21.3,20.1,23.6,3.7,2.1,47.0,70.3,1011.1,1008.9,1010.1,21.5,2020,9,17,2020-09
2020-09-18,118.5,49.1,70.8,21.5,18.1,25.8,6.0,2.8,35.0,62.0,1015.1,1010.6,1012.6,22.4,2020,9,18,2020-09
2020-09-19,111.4,46.2,66.5,21.2,17.6,26.2,5.3,2.2,27.0,59.3,1016.2,1013.2,1014.8,21.8,2020,9,19,2020-09
2020-09-20,115.8,48.0,69.2,19.7,15.6,24.9,4.9,2.0,33.0,57.6,1018.6,1015.5,1016.9,21.2,2020,9,20,2020-09
2020-09-21,109.3,45.3,65.3,19.1,13.6,25.3,2.9,1.7,33.0,56.1,1019.9,1016.4,1018.1,20.6,2020,9,21,2020-09
2020-09-22,101.1,41.9,60.4,20.2,15.5,25.6,4.6,2.8,35.0,55.3,1020.4,1016.5,1018.6,21.8,2020,9,22,2020-09
2020-09-23,101.3,42.0,60.5,19.2,15.2,23.8,5.3,3.3,50.0,59.9,1019.4,1016.8,1018.2,20.8,2020,9,23,2020-09
2020-09-24,106.9,44.3,63.8,20.6,16.8,25.4,5.7,3.7,49.0,59.6,1017.8,1013.1,1015.2,22.0,2020,9,24,2020-09
2020-09-25,98.5,40.8,58.8,20.1,16.6,25.4,4.9,2.5,49.0,64.1,1015.7,1011.8,1013.6,21.5,2020,9,25,2020-09
2020-09-26,105.9,43.9,63.3,19.3,14.8,24.8,6.2,2.4,45.0,62.5,1018.9,1015.1,1016.7,20.4,2020,9,26,2020-09
2020-09-27,103.9,43.1,62.0,20.4,14.9,25.8,3.9,2.0,43.0,63.3,1020.2,1016.4,1018.4,21.4,2020,9,27,2020-09
2020-09-28,105.2,43.6,62.9,20.7,15.7,26.5,3.6,2.0,40.0,66.0,1018.8,1014.2,1016.4,22.0,2020,9,28,2020-09
2020-09-29,104.8,43.5,62.6,19.6,15.3,23.9,4.3,1.9,43.0,67.6,1015.0,1009.2,1011.6,20.7,2020,9,29,2020-09
2020-09-30,106.6,44.2,63.7,19.6,16.2,25.7,4.1,1.7,48.0,78.0,1012.0,1009.0,1010.6,21.1,2020,9,30,2020-09
2020-10-01,100.9,41.8,60.3,18.8,15.6,23.6,4.7,2.1,58.0,74.9,1014.7,1011.8,1013.3,19.6,2020,10,1,2020-10
2020-10-02,100.7,41.7,60.1,19.2,16.3,21.9,5.2,2.3,63.0,79.6,1015.4,1013.7,1014.6,18.5,2020,10,2,2020-10
2020-10-03,97.0,40.2,57.9,19.9,18.3,23.2,3.6,1.6,46.0,72.5,1017.0,1013.6,1014.8,19.8,2020,10,3,2020-10
2020-10-04,98.5,40.8,58.8,16.6,10.6,21.8,7.2,2.8,42.0,65.1,1016.1,1008.8,1012.7,17.8,2020,10,4,2020-10
2020-10-05,102.1,42.3,61.0,13.3,8.5,18.4,5.1,2.5,40.0,57.3,1020.5,1016.1,1018.2,14.5,2020,10,5,2020-10
2020-10-06,86.0,35.7,51.4,14.2,9.3,19.7,4.1,2.0,34.0,55.9,1024.9,1020.5,1022.5,14.6,2020,10,6,2020-10
2020-10-07,72.5,30.0,43.3,16.0,9.9,22.0,3.4,1.9,24.0,48.9,1027.7,1023.9,1026.0,14.9,2020,10,7,2020-10
2020-10-08,36.3,15.0,21.6,17.2,12.1,23.1,5.4,3.1,35.0,53.0,1029.0,1024.6,1026.9,15.9,2020,10,8,2020-10
2020-10-09,36.3,15.0,21.6,17.2,12.4,23.3,5.2,3.0,42.0,53.4,1026.9,1020.5,1023.4,16.6,2020,10,9,2020-10
2020-10-10,36.3,15.0,21.6,16.9,12.3,21.5,3.8,2.0,41.0,60.1,1022.3,1017.0,1019.8,16.6,2020,10,10,2020-10
2020-10-11,36.3,15.0,21.6,16.9,12.7,20.8,4.1,1.8,52.0,68.5,1018.5,1013.8,1016.2,16.1,2020,10,11,2020-10
2020-10-12,36.3,15.0,21.6,16.2,12.1,21.3,4.6,2.2,48.0,68.6,1018.0,1013.5,1015.3,16.8,2020,10,12,2020-10
2020-10-13,36.3,15.0,21.6,13.6,8.6,18.4,4.7,2.2,30.0,52.3,1023.1,1018.0,1021.0,14.2,2020,10,13,2020-10
2020-10-14,36.3,15.0,21.6,12.8,8.5,18.0,5.8,2.4,20.0,47.0,1026.7,1022.8,1025.0,14.3,2020,10,14,2020-10
2020-10-15,36.3,15.0,21.6,11.7,6.5,18.5,3.7,1.5,27.0,41.8,1028.0,1024.1,1026.2,13.1,2020,10,15,2020-10
2020-10-16,36.3,15.0,21.6,11.8,8.6,15.4,2.5,1.5,48.0,64.3,1026.3,1021.9,1024.1,12.5,2020,10,16,2020-10
2020-10-17,36.3,15.0,21.6,13.1,8.7,18.6,4.3,1.8,26.0,64.3,1024.8,1021.6,1023.4,13.1,2020,10,17,2020-10
2020-10-18,36.3,15.0,21.6,13.6,7.2,20.2,3.9,2.0,40.0,65.5,1026.0,1021.9,1023.9,12.9,2020,10,18,2020-10
2020-10-19,36.3,15.0,21.6,15.1,9.8,21.3,3.4,1.7,38.0,74.4,1026.6,1023.0,1025.0,14.3,2020,10,19,2020-10
2020-10-20,36.3,15.0,21.6,15.2,9.9,21.7,3.1,1.6,38.0,67.1,1028.8,1022.7,1025.7,14.5,2020,10,20,2020-10
2020-10-21,37.7,15.6,22.5,14.1,11.8,17.3,3.8,1.9,58.0,69.4,1023.5,1015.7,1018.9,13.7,2020,10,21,2020-10
2020-10-22,36.3,15.0,21.6,13.5,8.4,18.2,5.7,2.8,40.0,66.0,1015.7,1011.4,1013.7,15.2,2020,10,22,2020-10
2020-10-23,36.3,15.0,21.6,8.6,5.4,13.3,5.5,3.0,34.0,51.5,1017.1,1013.6,1015.3,10.7,2020,10,23,2020-10
2020-10-24,36.3,15.0,21.6,8.7,3.2,14.0,5.9,2.5,27.0,47.6,1020.9,1016.8,1019.1,9.4,2020,10,24,2020-10
2020-10-25,36.3,15.0,21.6,11.8,5.4,18.2,3.8,1.7,29.0,62.5,1021.7,1018.3,1020.2,10.9,2020,10,25,2020-10
2020-10-26,36.3,15.0,21.6,12.9,8.0,19.0,4.4,1.6,42.0,71.6,1021.8,1018.3,1020.1,11.9,2020,10,26,2020-10
2020-10-27,36.3,15.0,21.6,14.0,9.0,19.4,3.4,1.8,39.0,74.1,1022.4,1020.0,1021.2,13.2,2020,10,27,2020-10
2020-10-28,36.3,15.0,21.6,13.8,8.6,18.2,4.8,2.5,23.0,52.1,1025.1,1021.1,1022.8,13.8,2020,10,28,2020-10
2020-10-29,36.3,15.0,21.6,10.8,5.5,16.1,4.5,2.0,24.0,40.3,1026.2,1022.3,1024.1,11.5,2020,10,29,2020-10
2020-10-30,36.3,15.0,21.6,11.9,5.8,19.6,3.2,1.5,22.0,42.9,1027.2,1023.7,1025.5,11.2,2020,10,30,2020-10
2020-10-31,36.3,15.0,21.6,13.6,8.5,18.2,5.0,2.6,51.0,60.3,1027.2,1021.5,1024.3,12.9,2020,10,31,2020-10
2020-11-01,36.3,15.0,21.6,13.7,11.6,15.0,4.5,2.3,56.0,84.3,1021.8,1017.7,1019.5,13.1,2020,11,1,2020-11
2020-11-02,36.3,15.0,21.6,10.8,7.9,15.6,4.9,2.3,24.0,58.3,1022.3,1019.1,1020.4,10.0,2020,11,2,2020-11
2020-11-03,36.3,15.0,21.6,5.1,2.7,8.6,8.4,3.5,33.0,47.5,1024.1,1019.6,1022.5,6.1,2020,11,3,2020-11
2020-11-04,36.3,15.0,21.6,4.9,0.2,10.8,4.2,2.3,20.0,43.9,1028.2,1023.9,1025.9,5.2,2020,11,4,2020-11
2020-11-05,36.3,15.0,21.6,9.6,3.4,15.9,3.0,1.8,41.0,61.5,1029.1,1025.2,1027.2,10.5,2020,11,5,2020-11
2020-11-06,36.3,15.0,21.6,13.5,9.9,17.2,3.3,1.7,49.0,63.3,1026.1,1018.5,1021.2,12.5,2020,11,6,2020-11
2020-11-07,36.3,15.0,21.6,14.6,12.2,18.1,4.9,2.7,38.0,68.8,1019.3,1016.2,1017.8,14.6,2020,11,7,2020-11
2020-11-08,36.3,15.0,21.6,8.5,3.1,12.4,6.2,3.1,18.0,43.8,1026.3,1019.0,1022.8,9.9,2020,11,8,2020-11
2020-11-09,36.3,15.0,21.6,5.5,0.7,8.9,4.0,1.8,23.0,40.9,1027.5,1024.1,1025.8,5.6,2020,11,9,2020-11
2020-11-10,36.3,15.0,21.6,7.7,3.5,12.9,5.0,2.2,34.0,56.1,1030.4,1026.0,1028.5,7.9,2020,11,10,2020-11
2020-11-11,36.3,15.0,21.6,9.3,3.5,16.5,2.6,1.6,31.0,53.5,1033.4,1030.3,1031.9,8.7,2020,11,11,2020-11
2020-11-12,36.3,15.0,21.6,10.4,4.6,17.7,3.4,1.7,30.0,56.9,1032.5,1027.8,1030.4,9.2,2020,11,12,2020-11
2020-11-13,36.3,15.0,21.6,12.2,8.5,17.6,3.0,1.6,44.0,71.5,1029.9,1026.7,1028.6,12.1,2020,11,13,2020-11
2020-11-14,36.3,15.0,21.6,12.5,6.8,19.3,4.0,1.7,38.0,66.9,1031.5,1027.8,1029.3,10.9,2020,11,14,2020-11
2020-11-15,36.3,15.0,21.6,11.1,8.2,14.9,3.7,1.7,61.0,75.0,1028.9,1026.3,1027.5,10.2,2020,11,15,2020-11
2020-11-16,36.3,15.0,21.6,12.4,7.5,18.3,4.1,1.6,45.0,70.1,1028.4,1024.3,1026.3,10.9,2020,11,16,2020-11
2020-11-17,36.3,15.0,21.6,15.9,11.7,20.0,4.5,2.3,52.0,67.5,1026.1,1021.4,1023.4,13.0,2020,11,17,2020-11
2020-11-18,36.3,15.0,21.6,16.6,14.8,18.7,3.6,2.6,77.0,91.4,1021.6,1009.3,1015.6,15.3,2020,11,18,2020-11
2020-11-19,36.3,15.0,21.6,13.6,6.9,19.1,7.3,4.2,78.0,90.5,1013.9,1003.2,1008.1,14.6,2020,11,19,2020-11
2020-11-20,36.3,15.0,21.6,2.8,0.3,7.0,5.6,3.2,68.0,74.3,1025.7,1013.8,1020.0,6.2,2020,11,20,2020-11
2020-11-21,36.3,15.0,21.6,6.5,-0.3,12.8,4.8,2.1,48.0,67.9,1026.5,1021.5,1023.7,6.5,2020,11,21,2020-11
2020-11-22,36.3,15.0,21.6,5.6,1.5,9.1,5.7,2.5,66.0,80.5,1026.8,1020.7,1023.0,7.3,2020,11,22,2020-11
2020-11-23,36.3,15.0,21.6,1.7,-1.5,5.9,4.9,2.3,36.0,61.4,1030.0,1026.6,1028.6,2.9,2020,11,23,2020-11
2020-11-24,36.3,15.0,21.6,2.9,0.2,6.4,3.8,1.8,39.0,54.5,1030.2,1027.3,1028.8,3.5,2020,11,24,2020-11
2020-11-25,36.3,15.0,21.6,4.6,0.0,9.5,3.0,1.5,45.0,64.1,1029.1,1026.1,1027.7,3.5,2020,11,25,2020-11
2020-11-26,36.3,15.0,21.6,5.6,1.9,10.9,3.6,1.7,42.0,66.5,1028.5,1025.3,1027.2,4.4,2020,11,26,2020-11
2020-11-27,36.3,15.0,21.6,4.1,0.6,7.7,5.3,2.7,44.0,61.6,1028.1,1024.3,1026.1,4.9,2020,11,27,2020-11
2020-11-28,36.3,15.0,21.6,-0.1,-2.3,2.8,5.3,2.8,30.0,50.0,1031.4,1027.8,1029.3,1.2,2020,11,28,2020-11
2020-11-29,36.3,15.0,21.6,-0.6,-3.6,2.6,4.5,2.2,52.0,59.6,1033.0,1028.1,1030.2,0.7,2020,11,29,2020-11
2020-11-30,36.3,15.0,21.6,-0.2,-3.6,4.3,4.6,1.9,38.0,57.8,1037.2,1032.9,1035.1,0.4,2020,11,30,2020-11
2020-12-01,36.3,15.0,21.6,1.1,-3.6,6.7,4.0,1.9,24.0,44.5,1038.4,1033.5,1035.6,0.3,2020,12,1,2020-12
2020-12-02,36.3,15.0,21.6,2.4,0.5,6.1,3.9,1.8,25.0,41.4,1033.9,1028.9,1031.0,2.2,2020,12,2,2020-12
2020-12-03,36.3,15.0,21.6,0.7,-2.3,4.2,4.9,2.7,36.0,47.1,1031.6,1028.5,1030.0,1.2,2020,12,3,2020-12
2020-12-04,36.3,15.0,21.6,-0.6,-4.6,4.4,4.3,1.8,30.0,53.8,1031.9,1028.7,1030.5,-0.3,2020,12,4,2020-12
2020-12-05,36.3,15.0,21.6,2.1,-2.2,6.6,3.9,1.7,51.0,63.1,1031.4,1028.6,1029.9,0.5,2020,12,5,2020-12
2020-12-06,36.3,15.0,21.6,4.5,1.2,9.1,4.3,1.8,46.0,66.9,1029.8,1026.6,1028.1,2.1,2020,12,6,2020-12
2020-12-07,36.3,15.0,21.6,3.4,-0.7,6.3,5.6,2.6,37.0,57.5,1029.9,1026.6,1028.3,3.1,2020,12,7,2020-12
2020-12-08,36.3,15.0,21.6,-0.5,-3.5,4.1,3.9,2.0,28.0,50.0,1030.8,1027.6,1029.1,0.1,2020,12,8,2020-12
2020-12-09,36.3,15.0,21.6,1.5,-4.1,6.2,3.0,1.5,35.0,55.1,1029.5,1024.0,1026.7,-0.3,2020,12,9,2020-12
2020-12-10,36.3,15.0,21.6,5.8,3.2,9.3,3.5,1.7,57.0,69.9,1024.3,1021.0,1022.4,3.9,2020,12,10,2020-12
2020-12-11,36.3,15.0,21.6,5.3,2.6,9.4,4.5,1.8,57.0,77.1,1022.4,1017.8,1019.7,3.3,2020,12,11,2020-12
2020-12-12,36.3,15.0,21.6,2.3,-0.3,6.1,4.8,2.1,32.0,51.3,1020.7,1018.6,1019.7,1.8,2020,12,12,2020-12
2020-12-13,36.3,15.0,21.6,-1.1,-6.0,2.0,6.1,2.9,52.0,74.9,1025.7,1014.3,1019.2,0.5,2020,12,13,2020-12
2020-12-14,36.3,15.0,21.6,-7.7,-9.7,-5.0,5.3,3.4,31.0,49.1,1031.7,1025.6,1029.6,-1.9,2020,12,14,2020-12
2020-12-15,36.3,15.0,21.6,-8.3,-11.1,-4.6,5.2,2.8,28.0,43.0,1033.7,1030.0,1031.8,-3.7,2020,12,15,2020-12
2020-12-16,36.3,15.0,21.6,-8.3,-11.2,-3.9,4.6,2.6,29.0,43.9,1033.1,1030.7,1031.9,-4.3,2020,12,16,2020-12
2020-12-17,36.3,15.0,21.6,-4.9,-11.1,0.8,3.7,1.7,24.0,47.0,1033.0,1028.0,1030.7,-3.7,2020,12,17,2020-12
2020-12-18,36.3,15.0,21.6,-2.1,-6.4,1.8,5.4,3.0,34.0,57.0,1032.2,1026.7,1028.7,-1.3,2020,12,18,2020-12
2020-12-19,36.3,15.0,21.6,-5.1,-9.6,-1.2,5.1,2.4,26.0,45.1,1035.6,1031.9,1033.6,-3.5,2020,12,19,2020-12
